,_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,choose_one_category,choose_one_category:confidence,choose_one_category_gold,tweet_id,tweet_text
287,917599719,False,finalized,3,3/27/2016 22:56:01,other_useful_information,0.7123,,'460450920745418752',Scientists question Saudi openness on deadly MERS ... - http://t.co/0dnMcVLdiK  #health #fitness #medical #tips #news
289,917600607,False,finalized,3,3/27/2016 20:06:43,other_useful_information,0.6571,,'460568755345444864',RT @MackayIM: Thoughts on #MERS CoV detctn in people without disease. Have things changed during Jeddah outbreak?Nuh. More at VDU http://t.Ã¢â¬Â¦
295,917599983,False,finalized,5,3/27/2016 12:49:53,other_useful_information,0.8298,,'460490746118688768',10 Questions on the Deadly Middle Eastern Virus That Showed Up in Indiana: A deadly Middle East virus that has... http://t.co/dc5pEF6nfE
296,917600334,False,finalized,3,3/27/2016 18:22:33,other_useful_information,1.0,,'460543503706378240',RT @970wfla: 7:40a An Infectious Disease Physician @USFHealth Morsani: What you need to know about #MERS LISTEN &gt; http://t.co/UOob33iHaA 97Ã¢â¬Â¦
297,917600222,False,finalized,3,3/27/2016 17:25:42,other_useful_information,1.0,,'460524072980320257',RT: MERS cases revealed in Saudi Arabia raise questions - CBC.ca http://t.co/ZZhM1Dh2sK #saudi
298,917599964,False,finalized,3,3/27/2016 12:54:55,other_useful_information,1.0,,'460487332144357376',#health 10 Questions on the Deadly Middle Eastern Virus That Showed Up in Indiana Ã¢â¬â Mashable http://t.co/sUqFUjqq1B #care #virusnext
302,917599675,False,finalized,3,3/27/2016 10:29:07,other_useful_information,1.0,,'460446753679216640',"RT @StateHealthIN: #MERSIN hotline for Hoosiers to call w/ questions: 1-877-826-0011, starting on Sat at 8 am, hrs are 8 am to 4:30 pm   #MÃ¢â¬Â¦"
307,917599658,False,finalized,3,3/27/2016 09:44:44,other_useful_information,0.6458,,'460442830385586177',"When mullahs get MERS: http://t.co/UT34htY227 Will we soon ""learn"" that this disease is a #Zionist conspiracy? Contact Fars re: MERS. #Iran"
314,917599810,False,finalized,3,3/27/2016 09:46:11,other_useful_information,0.6531,,'460464439729598466',"No signs of H7N9 flu, MERS coronavirus identified in Cambodia: healthÃÂ official http://t.co/yKmVrmRtL0"
315,917601198,False,finalized,3,3/27/2016 21:53:07,other_useful_information,0.6612,,'460654881599397888',10 Questions on the Deadly Middle Eastern Virus That Showed Up in Indiana http://t.co/HUaZFmZpdl #hottopic
316,917600528,False,finalized,3,3/27/2016 21:13:18,other_useful_information,0.6822,,'460563296886587392',10 Questions on the Deadly Middle Eastern Virus That Showed Up in Indiana: A deadly Middle East virus that has... http://t.co/ViRkALA926
321,917600932,False,finalized,3,3/27/2016 23:13:24,other_useful_information,1.0,,'460585622751559681',10 Questions on the Deadly Middle Eastern Virus That Showed Up in Indiana http://t.co/MWofvFbdPO
322,917600143,False,finalized,3,3/27/2016 17:15:56,other_useful_information,1.0,,'460514067057111041',Health Minister affirms Bahrain free of Coronavirus disease http://t.co/3zuVsnORzZ
325,917600533,False,finalized,3,3/27/2016 20:53:11,other_useful_information,1.0,,'460563394274156544',10 Questions on the Deadly Middle Eastern Virus That Showed Up in Indiana http://t.co/ki6bywAYbq
329,917599515,False,finalized,3,3/27/2016 10:18:04,other_useful_information,1.0,,'460421806843650050',RT @wnpr: MERS has morphed from a little-known disease in the Arabian Peninsula to a major global health concern. http://t.co/FWETDifZEB
330,917601251,False,finalized,3,3/27/2016 22:38:22,other_useful_information,1.0,,'460668278667767808',#MobileTechnology 10 Questions on the Deadly Middle Eastern Virus That Showed Up in Indiana http://t.co/sWVYmNP6XC
332,917600078,False,finalized,4,3/27/2016 12:29:25,other_useful_information,0.5141,,'460508046565707776',RT @CDCgov: Infectious disease threats such as Middle East respiratory syndrome (#MERS) pose a growing danger to people everywhere. #CDCchat
335,917599634,False,finalized,4,3/27/2016 10:00:36,other_useful_information,0.7634,,'460438219989856258',10 Questions on the Deadly Middle Eastern Virus That Showed Up in Indiana http://t.co/qBbbfMsgY0
339,917600356,False,finalized,5,3/27/2016 13:14:22,other_useful_information,1.0,,'460549445667397632',@burriseng @brigid22 CDC-MERS-Frequently Asked Questions - @CDCgov http://t.co/ANPwtTmH3H #creepy.
342,917599588,False,finalized,3,3/27/2016 09:41:03,other_useful_information,1.0,,'460431682009849856',RT @Fla_Medic: AFD Blog `#BMC Research Notes: Unanswered Question About #MERS-CoV' http://t.co/EcrxjmxRnY
343,917600782,False,finalized,3,3/27/2016 20:44:59,other_useful_information,0.3693,,'460578604816932865',"Fla. hospital workers told to stay home: Two workers have flu-like symptoms after contact with a MERS patient,... http://t.co/qvgBwWopA0"
348,917600117,False,finalized,5,3/27/2016 12:58:46,other_useful_information,1.0,,'460512746623090688',10 Questions on the Deadly Middle Eastern Virus That Showed Up in Indiana http://t.co/v9FzwNIdXq
350,917601114,False,finalized,3,3/27/2016 20:06:15,other_useful_information,1.0,,'460630372623986688',".@WHO's Maurizio Barbeschi talks #MERS, mass events like #Ramadan, the Hajj, &amp; the potential for disease outbreaks http://t.co/yEgl6bcrw4"
354,917599415,False,finalized,3,3/27/2016 17:25:42,other_useful_information,0.6694,,'460406930742063107',Antibodies against deadly emerging disease MERS identified - Zee News: The Australian Financial ReviewAntibodi... http://t.co/U6KoBNi5gb
355,917600490,False,finalized,4,3/27/2016 16:36:13,other_useful_information,1.0,,'460562732601704448',RT @FluTrackers: The question is not whether #coronavirus #MERS is a global public emergency-it is whether the world will stand up 2 Saudi Ã¢â¬Â¦
360,917600990,False,finalized,3,3/27/2016 22:48:52,other_useful_information,0.6714,,'460594476806057984',The MERS Outbreak: Is The Government Doing Enough?: The Centers for Disease Control and World Health Organization... http://t.co/dEFox8UgSL
364,917599687,False,finalized,3,3/27/2016 09:48:55,other_useful_information,0.6676,,'460448105565933568',FAQs on MERS-CoV- Centers for Disease Control and Prevention - @CDCgov http://t.co/48SJsv7vvc
365,917600000,False,finalized,3,3/27/2016 12:21:49,other_useful_information,0.6842,,'460492640337657858',RT @Fox35Amy: GOOD NEWS: Two hospital workers exposed to MERS at Dr. Phillips Hosp. have tested NEGATIVE for the disease. MERS patient doinÃ¢â¬Â¦
367,917600876,False,finalized,3,3/27/2016 19:37:08,other_useful_information,1.0,,'460583525029142528',"RT @AnnalsofIM: A recent editorial questions the pandemic potential of #MERS. Read, 'Medusa's Ugly Head Again: From SARS to MERS-CoV' http:Ã¢â¬Â¦"
370,917601022,False,finalized,3,3/27/2016 21:22:18,other_useful_information,0.6875,,'460600270385606656',10 Questions on the Deadly Middle Eastern Virus That Showed Up in Indiana http://t.co/DQuvhIfLam
376,917600512,False,finalized,4,3/27/2016 12:32:33,other_useful_information,1.0,,'460563060021678080',10 Questions on the Deadly Middle Eastern Virus That Showed Up in Indiana: A deadly Middle East virus that has... http://t.co/MIWa6d9SJu
378,917601218,False,finalized,3,3/27/2016 20:53:11,other_useful_information,0.6571,,'460660060914745344',"Scientists question Saudi openness on deadly MERS virus outbreak: LONDON, June 5 (Reuters) - A dramatic upward... http://t.co/u5k1YQmZFf"
380,917601033,False,finalized,3,3/27/2016 22:14:48,other_useful_information,0.3491,,'460602454934298624',(Ã¢â¢Â¥#Johan_Stars_07Ã¢â¢Â¥) 10 Questions on the Deadly Middle Eastern Virus That Showed Up in Indiana http://t.co/KL3zt2phu6
384,917600408,False,finalized,3,3/27/2016 13:26:47,other_useful_information,0.7055,,'460561082667368448',Six questions answered: What Canadians need to know about the MERS virus /via @globeandmail http://t.co/zsWcKqNHhL
389,917600003,False,finalized,3,3/27/2016 13:26:47,other_useful_information,0.3574,,'460493099849220097',"Disease outbreak in Johor Baru prison, official says it's not Mers: May 23, 2014 10:22 AM JOHOR BARU (THE... http://t.co/Rhuk574UT9"
391,917600001,False,finalized,4,3/27/2016 13:03:55,other_useful_information,0.7595,,'460492653306470400',Scientists question Saudi openness on deadly MERS virus outbreak: BY KATE KELLAND LONDON Ã¢â¬â AÃ¢â¬Â¦ http://t.co/5vjjaDbIjJ
395,917599439,False,finalized,4,3/27/2016 17:45:22,other_useful_information,0.7193,,'460409857313492992',#SEO #NativeBusiness 10 Questions on the Deadly Middle Eastern Virus That Showed Up in Indiana http://t.co/PK4BsjQ8bE #InternetMarketing
397,917599804,False,finalized,4,3/27/2016 13:21:15,other_useful_information,0.5373,,'460464269474414592',People with pre-existing medical conditions like Heart diseases are more likely to be affected by the Mers Virus
400,917601326,False,finalized,3,3/28/2016 00:51:59,other_useful_information,0.3333,,'460674939465388033',RT @Fla_Medic: AFD Blog `Voting On #MERS #Transmission: Do The Eyes Have It?' http://t.co/ycPjstRQ3Q
402,917600877,False,finalized,3,3/27/2016 21:05:36,other_useful_information,1.0,,'460583610882347008',10 Questions on the Deadly Middle Eastern Virus That Showed Up in Indiana http://t.co/DJtdWHcRSk
403,917601044,False,finalized,3,3/27/2016 21:08:54,other_useful_information,0.7015,,'460605775874756608',"RT @MackayIM: Question: Why is it more valid to assign ""case"" status based solely on clinical pres, than it is based solely on serology tesÃ¢â¬Â¦"
406,917599428,False,finalized,3,3/27/2016 09:41:03,other_useful_information,1.0,,'460408458357915650',"Frequently Asked Questions on Middle East Respiratory Syndrome Coronavirus (MERSÃ¢â¬ÂCoV) (WHO, May 17 2014) http://t.co/lm3nEvbceI"
407,917601047,False,finalized,3,3/27/2016 20:59:52,other_useful_information,0.6725,,'460606909452935168',"WHO, experts raise questions about newly revealed Saudi MERS cases: The World Health Organization and other ex... http://t.co/BYakmSDrwu"
408,917600949,False,finalized,3,3/27/2016 20:07:17,other_useful_information,1.0,,'460586699811069952',"RT @WFTV: If you have any questions or concerns about #MERS in #Orlando, the local hotline is 407-858-1490. Please RT. http://t.co/Yld9CK9FÃ¢â¬Â¦"
410,917600426,False,finalized,3,3/27/2016 13:07:34,other_useful_information,1.0,,'460561447723233281',RT @NBCNewsHealth: MERS Search: Disease Detectives Beat Bushes for Virus http://t.co/YomQitEas8
412,917600665,False,finalized,3,3/27/2016 20:06:15,other_useful_information,0.6789,,'460576165074202624',10 Questions on the Deadly Middle Eastern Virus That Showed Up in Indiana: A deadly Middle East virus that has... http://t.co/EfHK8wFeDB
413,917600758,False,finalized,3,3/27/2016 21:10:48,other_useful_information,1.0,,'460577908168216576',Saudi Arabia is the epicenter of MERS. MERS is a viral disease &amp; has no vaccine or cure yet.
414,917600296,False,finalized,4,3/27/2016 12:29:25,other_useful_information,0.7452,,'460536028650946560',(Ã¢â¢Â¥#Johan_Stars_07Ã¢â¢Â¥) 10 Questions on the Deadly Middle Eastern Virus That Showed Up in Indiana http://t.co/Q7NVuuk0fX
416,917600353,False,finalized,4,3/27/2016 17:38:33,other_useful_information,0.5097,,'460549037570023424',What is MERS?: Officials from the Centers for Disease Control confirmed on Friday the first U.S. case of the... http://t.co/cwAPwXNa30
420,917599468,False,finalized,3,3/27/2016 13:09:44,other_useful_information,0.4211,,'460413969682165760',#coupons #sales MERS Search: Disease Detectives Beat Bushes for Virus - http://t.co/51FgMgsLQH http://t.co/9gGnY9wk0M #morel #mushroom
422,917599715,False,finalized,6,3/27/2016 17:34:36,other_useful_information,0.8487,,'460450810103861248',MERS Not As Threatening As Other Diseases - The case of Middle Eastern Respiratory Syndrome (MERS) jumping from pe... http://t.co/ExvdGhJWzA
425,917600750,False,finalized,3,3/27/2016 21:33:58,other_useful_information,0.6802,,'460577849582182400',Previously unreported MERS cases raise tough questions for Saudi Arabia: The World Health Organization and oth... http://t.co/qk5rHrFREk
427,917599608,False,finalized,3,3/28/2016 00:22:16,other_useful_information,0.8087,,'460435272262770688',"Scientists question Saudi openness on deadly MERS virus outbreak: LONDON, June 5 (Reuters) - A dramatic upward... http://t.co/TeDflDt7YZ"
429,917600763,False,finalized,3,3/27/2016 22:36:21,other_useful_information,1.0,,'460577957795229698',MERs virus seems to infect those with prior diabetes or chronic kidney disease. -Hans House guest lecture #osuem
441,917601016,False,finalized,3,3/27/2016 20:30:07,other_useful_information,0.6818,,'460598871400255488',Patient with respiratory symptoms and travel history tests negative for MERS-CoV http://t.co/Bdo6TGfSTf #hknews
442,917600371,False,finalized,4,3/27/2016 12:39:29,other_useful_information,0.7433,,'460552084895830016',Wondering about that MERS virus? Some answers to the common questions: TORONTO - With rapidly climbing patient... http://t.co/ygt4vnYaEC
443,917600574,False,finalized,3,3/27/2016 19:41:00,other_useful_information,0.6667,,'460565839876349953',#Colorado #News MERS health advisory signs posted at DIA: At the request of the U.S. Centers for Disease Contr... http://t.co/9poT7qM2I0
449,917600596,False,finalized,3,3/27/2016 19:12:02,other_useful_information,1.0,,'460567402506252288',10 Questions on the Deadly Middle Eastern Virus That Showed Up in Indiana   A deadly Middle East virus that has ... http://t.co/exS7oYvzoY
452,917600638,False,finalized,3,3/27/2016 19:11:08,other_useful_information,1.0,,'460575624617144321',RT @LeahZahzah: This corona virus disease is too scary
453,917599348,False,finalized,3,3/27/2016 10:28:15,other_useful_information,1.0,,'460398492465119232',"Scientists question Saudi openness on deadly MERS virus outbreak: LONDON, June 5 (Reuters) - A dramatic upward... http://t.co/XvzcVVZhf0"
457,917601213,False,finalized,3,3/27/2016 19:34:46,other_useful_information,1.0,,'460659356280061952',"Scientists question Saudi openness on deadly MERS virus outbreak: LONDON, June 5 (Reuters) - A dramatic upward... http://t.co/NZaVHzbeLr"
458,917600691,False,finalized,3,3/27/2016 19:53:38,other_useful_information,1.0,,'460576794479833088',10 Questions on the Deadly Middle Eastern Virus That Showed Up in Indiana http://t.co/UDZG4G40Oa
461,917600873,False,finalized,3,3/27/2016 19:33:57,other_useful_information,1.0,,'460583172283961344',RT @NBCNewsHealth: MERS Search: Disease Detectives Beat Bushes for Virus http://t.co/kNuWaSHXNK
462,917601323,False,finalized,3,3/27/2016 21:13:18,other_useful_information,1.0,,'460674652512468992',RT @makoto_au_japon: #Canada: Six questions answered: What Canadians need to know about the #MERS #virus http://t.co/NoUqHInFhC #coronaviruÃ¢â¬Â¦
464,917599949,False,finalized,3,3/27/2016 16:36:13,other_useful_information,1.0,,'460485574814478337',#MERS global reach  is still growing.    #health #infectious disease http://t.co/vRjHrv0BZz
465,917599354,False,finalized,3,3/27/2016 10:52:05,other_useful_information,0.6658,,'460399260291186690',"Saudis Question Mecca Preparedness as MERS Spreads: As MERS virus spreads, Saudis question Mecca preparedness ... http://t.co/Z3aA8bEi4p"
470,917601139,False,finalized,3,3/27/2016 19:06:38,other_useful_information,0.6596,,'460636257849069568',3rd U.S. Case Raises More Questions About MERS Virus http://t.co/DMyPijXLR2
472,917600650,False,finalized,3,3/27/2016 19:39:25,other_useful_information,0.3429,,'460575771719761920',#Coronavirus news: Middle East Respiratory Syndrome (MERS) Symptoms: Coronavirus Spreads ... - ... http://t.co/m23VJTZCYH #pathogenposse
474,917601191,False,finalized,3,3/27/2016 21:32:47,other_useful_information,1.0,,'460653157324845056',How dangerous is #MERS? Is it spreading? Answers to these and other great questions. http://t.co/WyDtkEJCJj
481,917600535,False,finalized,3,3/27/2016 21:24:09,other_useful_information,1.0,,'460563420610179072',WHO Holds Emergency Meeting Over MERS: Health and infectious disease experts have met at the World Health Orga... http://t.co/mwwE6777Dz
490,917600489,False,finalized,4,3/27/2016 12:34:07,other_useful_information,1.0,,'460562717330268160',10 Questions on the Deadly Middle Eastern Virus That Showed Up in Indiana http://t.co/PqyP7fYsAm
491,917600306,False,finalized,3,3/27/2016 12:59:24,other_useful_information,1.0,,'460537476189536256',10 Questions on the Deadly Middle Eastern Virus That Showed Up in Indiana http://t.co/FC7Z5aJshV
492,917600495,False,finalized,4,3/27/2016 12:09:28,other_useful_information,1.0,,'460562805402255361',Center for Disease Control confirms a deadly SARS-like virus from the Middle East is in US. http://t.co/4G8GDozVeI
493,917600976,False,finalized,3,3/27/2016 21:14:41,other_useful_information,0.6562,,'460590620705173504',"RT @WFTV: If you have any questions or concerns about #MERS in #Orlando, the local hotline is 407-858-1490. Please RT.http://t.co/gWL7haf7AP"
495,917600469,False,finalized,4,3/27/2016 12:22:21,other_useful_information,1.0,,'460562221731311616',QuÃÂ© tal? #recomendamos: 10 Questions on the Deadly Middle Eastern Virus That Showed Up in Indiana -&gt; http://t.co/HKT0qVg5Rr
497,917601025,False,finalized,3,3/28/2016 00:15:54,other_useful_information,1.0,,'460601807811932161',RT @ysilas: OMG they have a new disease in the US called MERS came from saudi arabia to Inidana and to florida #abcworldnews
498,917600897,False,finalized,3,3/27/2016 19:53:38,other_useful_information,0.6627,,'460584497008754689',RT @WSBT: New MERS case fuels fears disease is spreading:  http://t.co/0XNcZLPEUR
499,917599506,False,finalized,4,3/27/2016 13:19:40,other_useful_information,1.0,,'460420507678949377',"New post: ""10 Questions on the Deadly Middle Eastern Virus That Showed Up in Indiana"" http://t.co/YDUQY08Mhr"
501,917601237,False,finalized,3,3/27/2016 23:15:51,other_useful_information,1.0,,'460665288199909377',MERS Search: Disease Detectives Beat Bushes for Virus http://t.co/fZunmaOU5O #NBC
503,917601745,True,golden,181,,other_useful_information,0.5957,other_useful_information,'460479826701615104',#Saudi Arabia: Parts of #Jeddah become a breeding ground for #disease http://t.co/cQsPQ8CxXI #KSA #MERS #coronavirus #mosquito #camel
506,917600147,False,finalized,3,3/27/2016 17:11:17,other_useful_information,1.0,,'460514138813640704',@TLA1475 hmm wonder why? I'm concerned abt new diseases popping up with no info from our public health leaders #mers #publichealth
512,917600208,False,finalized,4,3/27/2016 13:04:07,other_useful_information,0.5165,,'460522263323115520',Lowkey this MERS disease is scattering worst than HIV
517,917599570,False,finalized,6,3/27/2016 17:34:36,other_useful_information,0.6306,,'460429419262144512',RT @hsclarkmystery: ART AND MEDICINE!Ã¢Â¬ÂDr answers questions on medical media http://t.co/h71XeaHaGN #mhealth #ACA #foamed #RN #health #doctoÃ¢â¬Â¦
524,917600237,False,finalized,5,3/27/2016 12:21:40,other_useful_information,0.5931,,'460525723812630528',10 Questions on the Deadly Middle Eastern Virus That Showed Up in Indiana: A deadly Middle East virus that has... http://t.co/idWVJb1VV7
532,917601244,False,finalized,3,3/27/2016 19:06:38,other_useful_information,1.0,,'460666602162118656',Gupta: Disease origin a 'mystery': Dr. Sanjay Gupta has answers about MERS after the CD... http://t.co/hffeu8ITyW http://t.co/IbVYiiIqoa
538,917600735,False,finalized,3,3/27/2016 21:08:57,other_useful_information,0.6914,,'460577663703203840',"Live in Indiana? Well, there's a deadly disease called MERS (Middle Eastern Respiratory Syndrome) that's there. It kills 1/3 who catch it"
539,917600866,False,finalized,3,3/27/2016 20:38:59,other_useful_information,0.6906,,'460583060212183040',Saudis Kiss Their Camels In Defiance Of MERS Warning http://t.co/mw1xHvo9D8 Only disease is dumbness.
542,917600064,False,finalized,3,3/27/2016 12:59:24,other_useful_information,0.6391,,'460504524663554048',RT @brookeborel: Editorial on the consequences of secrecy for the spread of disease (wrt MERS) http://t.co/c1MgDsPZLT via @washingtonpost
544,917600799,False,finalized,3,3/27/2016 22:55:17,other_useful_information,1.0,,'460579276128256001',RT @YEMEN_Newz: N.J. health officials on lookout for rare #MERS disease http://t.co/VO6JWPrSNe #Yemen
552,917600652,False,finalized,3,3/27/2016 21:10:48,other_useful_information,0.6696,,'460575810055700481',10 Questions on the Deadly Middle Eastern Virus That Showed Up in Indiana http://t.co/qpqYiXOmpc   A deadly Mi... http://t.co/fK6QNP7DMo
554,917599557,False,finalized,3,3/27/2016 10:38:06,other_useful_information,1.0,,'460428043476295680',MERS Search: Disease Detectives Beat Bushes for Virus - http://t.co/jyzaxjQD2L: ABC NewsMERS Search: Disease De... http://t.co/MiS0ycikX1
558,917601313,False,finalized,3,3/27/2016 19:22:28,other_useful_information,1.0,,'460673831678791680',"RT @EstherMuruaga: .@WHO, experts raise questions about newly revealed #SaudiArabia's #MERS cases: http://t.co/jwz7yHX8V3"
560,917600373,False,finalized,4,3/27/2016 12:15:09,other_useful_information,0.5014,,'460552767589732352',"It amazes me,the way diseases are being termed after a particular region....Middle East Respiratory Syndrome..... O ma ga oo"
561,917599359,False,finalized,3,3/27/2016 10:34:41,other_useful_information,1.0,,'460399795212140544',#mashable 10 Questions on the Deadly Middle Eastern Virus That Showed Up in Indiana http://t.co/Kv0h1o4tWz @freevivek
565,917601214,False,finalized,3,3/27/2016 22:40:00,other_useful_information,0.6571,,'460659688179109888',MT @DrFriedenCDC #MERS-CoV blood tests assist disease investigation; not used for diagnosis. #SF-specific info at http://t.co/pvwcjOHoYB
567,917600435,False,finalized,6,3/27/2016 12:35:04,other_useful_information,0.5331,,'460561582934589440',RT @vincedgregory: MERS cases revealed in Saudi Arabia raise questions - CBC.ca: CBC.caMERS cases revealed in Saudi Arabi... http://t.co/N6Ã¢â¬Â¦
570,917600319,False,finalized,3,3/27/2016 12:37:22,other_useful_information,0.6729,,'460539741264310273',"RT @WFTVWeather: RT @WFTV: If you have any questions or concerns about #MERS in #Orlando, the local hotline is 407-858-1490. Please RT.httpÃ¢â¬Â¦"
572,917600553,False,finalized,3,3/27/2016 19:22:28,other_useful_information,1.0,,'460564464673107968',10 Questions on the Deadly Middle Eastern Virus That Showed Up in Indiana: A deadly Middle East virus that has... http://t.co/Mj4e8S7LXf
574,917599894,False,finalized,4,3/27/2016 12:29:25,other_useful_information,0.7502,,'460473464923901952',Will MERS be the solution to overpopulation?  CDC-MERS-Frequently Asked Questions - @CDCgov http://t.co/oehY0rLp3X
576,917599517,False,finalized,3,3/27/2016 16:33:56,other_useful_information,1.0,,'460422530365669376',#MobileTechnology 10 Questions on the Deadly Middle Eastern Virus That Showed Up in Indiana http://t.co/oeDHn4CYy3
577,917599982,False,finalized,4,3/27/2016 12:39:29,other_useful_information,0.7433,,'460490708046983170',MERS Disease May Be The Next Terrorist Attack On America: http://t.co/953KMpvfm3 via @YouTube
578,917599728,False,finalized,3,3/27/2016 09:41:03,other_useful_information,0.6697,,'460451822332030977',"#AmerikaNewsSport Saudis Question Mecca Preparedness as MERS Spreads: As MERS virus spreads, Saud... http://t.co/uqlopwoLlK #ReihanTweet"
583,917600457,False,finalized,3,3/27/2016 18:25:40,other_useful_information,1.0,,'460561978273325056',RT @MackayIM: Thoughts on #MERS CoV detctn in people without disease. Have things changed during Jeddah outbreak?Nuh. More at VDU http://t.Ã¢â¬Â¦
585,917601140,False,finalized,3,3/27/2016 20:17:45,other_useful_information,1.0,,'460636287095943168',"RT @KatieMcCallTV: #MERS #BAYLOR expert in infectious disease @PeterHotez, MD, on Fox at 5 and 9: what you need to know about MERS virus."
586,917602178,True,golden,177,,other_useful_information,0.9252,other_useful_information,'460672993317109760',10 Questions on the Deadly Middle Eastern Virus That Showed Up in Indiana http://t.co/I1p4whxmTN
588,917600455,False,finalized,4,3/27/2016 13:03:55,other_useful_information,1.0,,'460561928281014273',10 Questions on the Deadly Middle Eastern Virus That Showed Up in Indiana http://t.co/48PGeU4KHY via @mashable
591,917600213,False,finalized,6,3/27/2016 12:52:49,other_useful_information,0.8299,,'460522562762862592',Middle East respiratory syndrome coronavirus (MERS-CoV) Ã¢â¬â update: The following cases of laborat... http://t.co/QavF2PQTu0 #WHO #disease
594,917599811,False,finalized,4,3/27/2016 10:17:11,other_useful_information,0.7857,,'460464461045055488',"RT @ChrisDaniels5: RT @NBCNightlyNews: NEW: TSA and CDC to post signs at major U.S. airports, alerting travelers about MERS virus http://t.Ã¢â¬Â¦"
595,917599512,False,finalized,3,3/27/2016 09:48:55,other_useful_information,1.0,,'460421011507519488',10 Questions on the Deadly Middle Eastern Virus That Showed Up in Indiana http://t.co/8DmTilk6SH via @mashable
597,917600576,False,finalized,3,3/27/2016 21:10:48,other_useful_information,0.6696,,'460565920558379008',10 Questions on the Deadly Middle Eastern Virus That Showed Up in Indiana http://t.co/UJc0NNlpUZ via @mashable Be careful but RELAX!!
600,917600655,False,finalized,3,3/27/2016 20:26:32,other_useful_information,1.0,,'460575898941419520',Gupta: Disease origin a 'mystery': Dr. Sanjay Gupta has answers about MERS after the CDC confirms the first in... http://t.co/2i7dq0RjV5
602,917600942,False,finalized,3,3/27/2016 22:36:21,other_useful_information,1.0,,'460585977342595072',MERS Search: Disease Detectives Beat Bushes for Virus: Disease detectives are going through the painstaking ta... http://t.co/1dd9OiZvIA
604,917599750,False,finalized,4,3/27/2016 10:21:35,other_useful_information,0.5051,,'460456319355338752',RT @WGNNews: A potentially deadly disease has made it to our area. @FrankWGN reports on what you need to know to protect yourself. http://tÃ¢â¬Â¦
605,917601265,False,finalized,3,3/28/2016 00:51:59,other_useful_information,1.0,,'460670539460141056',#SEO #NativeBusiness 10 Questions on the Deadly Middle Eastern Virus That Showed Up in Indiana http://t.co/VWVeJQ9N2G #InternetMarketing
606,917600821,False,finalized,3,3/27/2016 23:13:24,other_useful_information,1.0,,'460580912749506561',Have questions about #MERS? Check out our FAQ and get the latest on the case here in Florida:  http://t.co/pt4sFX0u2l
608,917600969,False,finalized,3,3/27/2016 19:22:28,other_useful_information,1.0,,'460589202850082816',MERS Disease May Be The Next Terrorist Attack On America: http://t.co/F3hEW6S4Ig via @YouTube
609,917601288,False,finalized,3,3/27/2016 21:26:36,other_useful_information,1.0,,'460672153201831936',RT @EmilyWTHR: MERS stands for Middle East Respiratory Syndrome. CDC says in 2014 new diseases r just a plane ride away.
610,917600337,False,finalized,3,3/27/2016 11:59:27,other_useful_information,0.6893,,'460543709390467073',#mlm #trumpnetwork MERS Mystery: Disease Detectives Search for Infected Travelers http://t.co/50RZQX0WN5
611,917600080,False,finalized,4,3/27/2016 12:26:52,other_useful_information,1.0,,'460508336895832064',10 Questions On The Deadly Middle Eastern Virus That Showed Up In Indiana: Ã¢â¬â¹ A deadly Middle East virus that h... http://t.co/Gft2UMb9G6
613,917600573,False,finalized,3,3/27/2016 23:15:51,other_useful_information,0.6827,,'460565677326098432',RT @NewsFromTheUS: #USA #NEWS MERS Mystery: Disease Detectives Search for Infected Travelers http://t.co/BXOUX7mPdN #teamfollowback #RT
616,917599876,False,finalized,5,3/27/2016 13:04:24,other_useful_information,1.0,,'460470244331753474',10 Questions on the Deadly Middle Eastern Virus That Showed Up in Indiana
620,917601241,False,finalized,3,3/27/2016 19:29:31,other_useful_information,1.0,,'460665777910448128',Heading to #MRES news conference in #Munster. What questions do you have for #Indiana health leaders ab Middle East Respiratory Syndrome?
623,917601172,False,finalized,3,3/27/2016 22:40:00,other_useful_information,0.6571,,'460646772839571456',"@Paleface31 @PAC43~&gt; They should stay in their Own Country, and keep their MERS Disease with them. Keep F'Kn your Goats you Pigs."
625,917599767,False,finalized,3,3/27/2016 10:28:15,other_useful_information,1.0,,'460458690550571009',10 Questions on the Deadly Middle Eastern Virus That Showed Up in Indiana http://t.co/szgp96w1Hv   A deadly Middle East virus that has ...
630,917601283,False,finalized,3,3/28/2016 00:11:56,other_useful_information,1.0,,'460671852369563649',RT @BBCOS: Questions about the flu-like disease #MERS? Tweet them to @BBCOS. Our health reporter will answer them at 1715GMT on OS TV.
631,917601122,False,finalized,3,3/27/2016 22:33:26,other_useful_information,1.0,,'460632548369252352',10 Questions on the Deadly Middle Eastern Virus That Showed Up in Indiana: A deadly Middle East virus that has... http://t.co/AoU7gJPc06
632,917601273,False,finalized,3,3/27/2016 20:24:54,other_useful_information,1.0,,'460671281390972929',10 Questions on the Deadly Middle Eastern Virus That Showed Up in Indiana http://t.co/BMZ1pkToqw
635,917599366,False,finalized,3,3/27/2016 11:00:37,other_useful_information,1.0,,'460400710874431489',Indiana Department of Health creates hotline for people with questions about MERS virus http://t.co/aChN3C61XW
637,917600778,False,finalized,3,3/27/2016 19:34:46,other_useful_information,0.6765,,'460578568422977536',RT @Crof: Scientists question Saudi openness on deadly #MERS virus outbreak http://t.co/0W7QcWB8yH
